id,customer_id,order_id,amount,status,datetime
99,1049,ORD0099,4240.49,Completed,2026-09-13 01:47:00
100,1040,ORD0100,1625.65,Pending,2026-09-17 05:46:00
101,1001,ORD0101,1153.55,Pending,2026-09-04 05:07:00
102,1025,ORD0102,681.11,Completed,2026-09-03 14:27:00
103,1085,ORD0103,447.05,Pending,2026-09-15 07:46:00
104,1051,ORD0104,3393.32,Pending,2026-09-10 04:23:00
105,1021,ORD0105,1627.59,Cancelled,2026-09-26 09:52:00
106,1050,ORD0106,4882.02,Completed,2026-09-06 06:12:00
107,1024,ORD0107,3041.28,Completed,2026-09-12 19:39:00
108,1066,ORD0108,2328.36,Completed,2026-09-19 18:25:00
109,1048,ORD0109,208.85,Cancelled,2026-09-08 09:45:00
110,1007,ORD0110,904.02,Pending,2026-09-30 11:22:00
111,1076,ORD0111,722.76,Cancelled,2026-10-01 03:27:00
112,1037,ORD0112,1830.77,Pending,2026-09-11 13:24:00
113,1086,ORD0113,318.26,Completed,2026-09-08 04:47:00
114,1004,ORD0114,1172.43,Cancelled,2026-09-19 22:00:00
115,1057,ORD0115,2675.96,Completed,2026-09-09 07:58:00
116,1050,ORD0116,4491.63,Pending,2026-09-09 22:31:00
117,1085,ORD0117,412.11,Pending,2026-09-16 23:30:00
118,1051,ORD0118,2512.59,Pending,2026-09-07 07:31:00
119,1062,ORD0119,4390.93,Cancelled,2026-09-14 14:20:00
120,1034,ORD0120,3511.07,Pending,2026-09-13 23:06:00
121,1077,ORD0121,3035.75,Pending,2026-09-13 12:31:00
122,1068,ORD0122,1680.91,Pending,2026-09-10 13:15:00
123,1024,ORD0123,2695.52,Pending,2026-09-29 03:59:00
124,1048,ORD0124,2342.06,Cancelled,2026-09-02 05:38:00
125,1093,ORD0125,2607.97,Completed,2026-09-25 10:08:00
126,1083,ORD0126,1802.34,Cancelled,2026-09-17 04:57:00
127,1068,ORD0127,3853.5,Cancelled,2026-09-23 22:05:00
128,1018,ORD0128,2248.29,Pending,2026-09-28 12:55:00
129,1057,ORD0129,539.74,Completed,2026-09-25 07:01:00
130,1090,ORD0130,4349.82,Completed,2026-09-18 08:31:00
131,1032,ORD0131,2555.31,Pending,2026-09-28 20:06:00
132,1092,ORD0132,2784.39,Pending,2026-09-25 22:31:00
133,1038,ORD0133,2705.64,Completed,2026-09-17 17:25:00
134,1026,ORD0134,4233.47,Completed,2026-09-17 03:10:00
135,1065,ORD0135,3180.96,Cancelled,2026-09-07 03:46:00
136,1013,ORD0136,1021.04,Cancelled,2026-09-27 17:32:00
137,1037,ORD0137,3580.82,Cancelled,2026-09-03 18:17:00
138,1057,ORD0138,1595.34,Cancelled,2026-09-03 13:18:00
139,1034,ORD0139,3487.51,Cancelled,2026-09-27 04:10:00
140,1010,ORD0140,228.25,Cancelled,2026-09-26 04:43:00
141,1087,ORD0141,1977.35,Pending,2026-09-06 08:20:00
142,1082,ORD0142,3369.49,Cancelled,2026-09-10 17:44:00
143,1074,ORD0143,3220.15,Cancelled,2026-09-21 17:25:00
144,1080,ORD0144,4942.58,Completed,2026-09-10 07:31:00
145,1018,ORD0145,2323.72,Completed,2026-09-03 08:08:00
146,1018,ORD0146,3865.27,Completed,2026-09-17 17:18:00
147,1051,ORD0147,301.13,Cancelled,2026-09-07 21:33:00
148,1002,ORD0148,3644.24,Pending,2026-09-13 03:54:00
149,1097,ORD0149,1019.48,Pending,2026-09-05 04:37:00
150,1076,ORD0150,2990.86,Completed,2026-09-27 06:45:00
151,1018,ORD0151,3753.96,Cancelled,2026-09-18 03:28:00
152,1093,ORD0152,4369.73,Cancelled,2026-09-10 19:57:00
153,1065,ORD0153,3512.35,Pending,2026-10-01 06:37:00
154,1078,ORD0154,2518.81,Cancelled,2026-09-04 11:51:00
155,1087,ORD0155,2699.24,Cancelled,2026-09-18 03:39:00
156,1092,ORD0156,4473.17,Cancelled,2026-09-11 04:14:00
157,1004,ORD0157,3602.79,Pending,2026-09-26 23:10:00
158,1085,ORD0158,4196.15,Pending,2026-09-03 19:13:00
159,1012,ORD0159,340.44,Cancelled,2026-09-22 01:19:00
160,1043,ORD0160,4543.97,Pending,2026-09-17 04:37:00
161,1070,ORD0161,1763.07,Completed,2026-09-13 02:57:00
162,1094,ORD0162,2886.34,Pending,2026-09-05 14:34:00
163,1020,ORD0163,1815.58,Completed,2026-10-01 06:57:00
164,1015,ORD0164,4041.65,Completed,2026-09-15 14:15:00
165,1037,ORD0165,2817.71,Completed,2026-09-30 08:16:00
166,1032,ORD0166,4779.81,Pending,2026-09-22 06:06:00
167,1018,ORD0167,590.7,Pending,2026-09-16 08:06:00
168,1033,ORD0168,3299.0,Cancelled,2026-09-19 17:13:00
169,1019,ORD0169,2008.49,Cancelled,2026-09-06 20:24:00
170,1016,ORD0170,4196.61,Pending,2026-09-03 01:34:00
171,1076,ORD0171,4376.48,Completed,2026-09-02 08:15:00
172,1094,ORD0172,136.11,Cancelled,2026-09-17 05:11:00
173,1081,ORD0173,3076.71,Pending,2026-09-22 09:39:00
174,1026,ORD0174,2641.56,Pending,2026-09-07 07:29:00
175,1059,ORD0175,4541.21,Completed,2026-09-30 16:04:00
176,1036,ORD0176,997.51,Pending,2026-09-24 14:04:00
177,1078,ORD0177,2052.51,Pending,2026-09-05 08:53:00
178,1046,ORD0178,4200.8,Pending,2026-09-19 17:07:00
179,1085,ORD0179,3136.87,Completed,2026-09-02 19:51:00
180,1068,ORD0180,622.77,Completed,2026-09-16 09:11:00
181,1092,ORD0181,3852.02,Cancelled,2026-09-12 11:09:00
182,1070,ORD0182,4065.63,Completed,2026-09-05 19:28:00
183,1017,ORD0183,4448.14,Pending,2026-09-06 06:28:00
184,1069,ORD0184,4349.14,Pending,2026-09-20 19:24:00
185,1033,ORD0185,2895.65,Cancelled,2026-09-17 10:40:00
186,1063,ORD0186,4166.06,Pending,2026-09-13 18:19:00
187,1075,ORD0187,2245.34,Pending,2026-09-05 04:14:00
188,1075,ORD0188,3775.72,Pending,2026-09-17 16:46:00
189,1012,ORD0189,594.4,Cancelled,2026-09-13 04:07:00
190,1096,ORD0190,782.05,Cancelled,2026-09-04 23:58:00
191,1005,ORD0191,2233.29,Cancelled,2026-09-22 08:08:00
192,1060,ORD0192,1356.4,Pending,2026-09-14 01:45:00
193,1062,ORD0193,4827.15,Completed,2026-09-27 16:34:00
194,1040,ORD0194,3207.71,Cancelled,2026-09-25 09:57:00
195,1074,ORD0195,4458.76,Pending,2026-09-09 00:27:00
196,1032,ORD0196,2063.17,Pending,2026-09-20 08:50:00
197,1089,ORD0197,4319.44,Cancelled,2026-09-18 22:33:00
198,1083,ORD0198,372.29,Completed,2026-09-21 14:04:00
199,1021,ORD0199,1453.68,Pending,2026-09-22 11:59:00
200,1021,ORD0200,4851.17,Completed,2026-09-06 07:16:00
201,1009,ORD0201,2806.13,Cancelled,2026-09-10 11:56:00
202,1048,ORD0202,1429.03,Cancelled,2026-09-13 01:31:00
203,1065,ORD0203,4149.36,Cancelled,2026-09-02 22:31:00
204,1017,ORD0204,1345.08,Cancelled,2026-09-04 15:21:00
205,1049,ORD0205,612.37,Pending,2026-09-17 08:33:00
206,1017,ORD0206,715.48,Pending,2026-09-13 01:59:00
207,1032,ORD0207,2449.62,Pending,2026-09-22 17:12:00
208,1080,ORD0208,340.71,Completed,2026-09-16 17:16:00
209,1047,ORD0209,819.73,Cancelled,2026-09-18 04:59:00
210,1018,ORD0210,4108.45,Completed,2026-09-04 10:28:00
211,1093,ORD0211,4095.42,Completed,2026-09-30 21:50:00
212,1089,ORD0212,4712.03,Pending,2026-09-19 16:43:00
213,1043,ORD0213,3943.7,Pending,2026-09-13 17:01:00
214,1028,ORD0214,664.38,Pending,2026-10-01 04:08:00
215,1005,ORD0215,3033.8,Completed,2026-09-19 14:15:00
216,1011,ORD0216,813.31,Pending,2026-09-24 19:10:00
217,1014,ORD0217,2390.28,Pending,2026-09-30 14:36:00
218,1041,ORD0218,4763.61,Cancelled,2026-09-22 14:14:00
219,1065,ORD0219,670.68,Cancelled,2026-09-12 22:28:00
220,1081,ORD0220,4153.37,Completed,2026-09-07 16:25:00
221,1095,ORD0221,4590.01,Cancelled,2026-09-03 14:55:00
222,1078,ORD0222,2615.54,Completed,2026-09-29 01:32:00
223,1100,ORD0223,1183.27,Cancelled,2026-09-15 18:43:00
224,1044,ORD0224,2444.44,Cancelled,2026-09-12 23:10:00
225,1044,ORD0225,2025.05,Cancelled,2026-09-30 05:36:00
226,1014,ORD0226,2790.31,Pending,2026-09-04 22:46:00
227,1085,ORD0227,2651.2,Pending,2026-09-11 15:30:00
228,1064,ORD0228,1218.84,Pending,2026-09-01 16:08:00
229,1100,ORD0229,4055.8,Cancelled,2026-09-14 16:04:00
230,1094,ORD0230,490.71,Cancelled,2026-09-05 02:23:00
231,1013,ORD0231,2413.18,Completed,2026-09-28 02:18:00
232,1044,ORD0232,4458.58,Pending,2026-09-01 17:29:00
233,1063,ORD0233,3904.32,Cancelled,2026-09-23 00:32:00
234,1041,ORD0234,2037.27,Completed,2026-09-28 14:16:00
235,1050,ORD0235,1313.85,Pending,2026-09-16 12:07:00
236,1059,ORD0236,4214.07,Completed,2026-09-01 16:03:00
237,1099,ORD0237,3172.86,Cancelled,2026-09-30 05:58:00
238,1013,ORD0238,2551.53,Completed,2026-09-10 07:50:00
239,1051,ORD0239,2930.24,Completed,2026-09-23 10:01:00
240,1060,ORD0240,3747.04,Cancelled,2026-09-16 21:48:00
241,1058,ORD0241,4371.64,Pending,2026-09-18 11:42:00
242,1058,ORD0242,4585.84,Pending,2026-09-02 13:45:00
243,1006,ORD0243,3476.59,Pending,2026-09-04 18:41:00
244,1004,ORD0244,1863.46,Cancelled,2026-09-22 08:27:00
245,1051,ORD0245,1966.98,Cancelled,2026-09-02 15:05:00
246,1008,ORD0246,1035.15,Pending,2026-09-10 05:18:00
247,1090,ORD0247,2709.35,Cancelled,2026-09-02 13:07:00
248,1003,ORD0248,3394.74,Pending,2026-09-25 17:15:00
249,1018,ORD0249,4727.67,Pending,2026-09-06 04:31:00
250,1096,ORD0250,741.06,Completed,2026-09-01 11:42:00
251,1098,ORD0251,2320.96,Cancelled,2026-09-29 03:59:00
252,1034,ORD0252,3411.17,Completed,2026-09-18 18:32:00
253,1042,ORD0253,3137.01,Pending,2026-09-25 16:09:00
254,1024,ORD0254,4123.39,Completed,2026-09-16 18:39:00
255,1040,ORD0255,1417.85,Pending,2026-09-27 17:02:00
256,1010,ORD0256,2725.13,Cancelled,2026-09-17 01:47:00
257,1026,ORD0257,4784.27,Pending,2026-09-08 02:40:00
258,1042,ORD0258,2945.9,Cancelled,2026-09-04 08:52:00
259,1090,ORD0259,4101.1,Cancelled,2026-09-01 14:41:00
260,1041,ORD0260,3605.85,Completed,2026-09-02 22:28:00
261,1008,ORD0261,3138.09,Cancelled,2026-09-29 16:45:00
262,1089,ORD0262,3523.86,Pending,2026-09-14 11:46:00
263,1034,ORD0263,364.96,Completed,2026-09-13 02:02:00
264,1016,ORD0264,3364.73,Cancelled,2026-09-03 06:13:00
265,1007,ORD0265,122.88,Completed,2026-09-22 22:53:00
266,1047,ORD0266,178.38,Completed,2026-09-28 13:26:00
267,1077,ORD0267,870.96,Completed,2026-09-28 04:13:00
268,1095,ORD0268,737.44,Pending,2026-09-06 09:26:00
269,1028,ORD0269,1666.92,Pending,2026-09-27 03:42:00
270,1083,ORD0270,2783.23,Completed,2026-09-14 20:41:00
271,1085,ORD0271,511.55,Completed,2026-09-22 23:39:00
272,1075,ORD0272,3669.8,Pending,2026-09-07 04:57:00
273,1051,ORD0273,4934.28,Cancelled,2026-09-26 16:41:00
274,1095,ORD0274,4674.97,Cancelled,2026-09-13 19:03:00
275,1085,ORD0275,696.14,Pending,2026-09-18 19:58:00
276,1034,ORD0276,2417.42,Cancelled,2026-09-22 03:42:00
277,1049,ORD0277,1774.23,Completed,2026-09-18 07:19:00
278,1071,ORD0278,2008.86,Cancelled,2026-09-21 10:26:00
279,1009,ORD0279,4124.66,Cancelled,2026-09-02 21:07:00
280,1014,ORD0280,2813.81,Pending,2026-09-02 18:54:00
281,1018,ORD0281,1837.26,Cancelled,2026-09-14 19:34:00
282,1045,ORD0282,3346.85,Pending,2026-09-30 01:02:00
283,1037,ORD0283,4800.38,Pending,2026-09-14 19:02:00
284,1026,ORD0284,2820.37,Cancelled,2026-09-16 12:42:00
285,1055,ORD0285,396.44,Cancelled,2026-09-05 03:16:00
286,1027,ORD0286,2061.85,Cancelled,2026-09-01 12:19:00
287,1016,ORD0287,4880.43,Pending,2026-09-27 02:38:00
288,1056,ORD0288,4425.08,Completed,2026-09-20 19:59:00
289,1018,ORD0289,3398.78,Cancelled,2026-09-19 04:20:00
290,1001,ORD0290,460.67,Completed,2026-09-19 11:13:00
291,1074,ORD0291,2030.31,Cancelled,2026-09-27 16:24:00
292,1069,ORD0292,693.14,Completed,2026-09-18 06:33:00
293,1056,ORD0293,1015.64,Cancelled,2026-09-10 16:44:00
294,1060,ORD0294,308.43,Cancelled,2026-09-08 23:57:00
295,1050,ORD0295,498.28,Pending,2026-09-22 22:57:00
296,1073,ORD0296,1408.59,Pending,2026-09-12 20:15:00
297,1078,ORD0297,123.11,Completed,2026-09-17 15:02:00
298,1035,ORD0298,1254.5,Pending,2026-09-16 02:55:00
299,1075,ORD0299,693.11,Completed,2026-09-29 09:53:00
300,1022,ORD0300,451.31,Completed,2026-09-09 01:19:00
